Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
41811,The Caves of Steel (Robot #1),Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",0,4.17,Voyager,Mass Market Paperback,206,1997,1954,,2020/03/21,to-read,to-read (#67),to-read,,,,0,,,0,,,,,
40245700,The Huntress,Kate Quinn,"Quinn, Kate",,"=""""","=""""",4,4.26,William Morrow Paperbacks,Kindle Edition,560,2019,2019,2020/03/21,2020/01/16,,,read,,,,1,,,0,,,,,
110331,The Federalist Papers,Alexander Hamilton,"Hamilton, Alexander","James Madison, John Jay, Philo-Publius, Clinton Rossiter, Charles R. Kessler","=""0451528816""","=""9780451528810""",0,4.08,Signet Classics,Paperback,688,2003,1787,,2020/03/19,to-read,to-read (#66),to-read,,,,0,,,0,,,,,
9847899,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",,"=""""","=""""",0,3.85,Public Domain Books,Kindle Edition,341,2010,1859,,2020/03/16,to-read,to-read (#65),to-read,,,,0,,,0,,,,,
41104077,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,"Pérez, Caroline Criado",,"=""1419729071""","=""9781419729072""",5,4.41,Harry N. Abrams,Hardcover,411,2019,2019,2020/03/19,2019/11/26,,,read,,,,1,,,0,,,,,
58696,David Copperfield,Charles Dickens,"Dickens, Charles",Jeremy Tambling,"=""""","=""""",0,4.00,Penguin ,Paperback,882,2004,1850,,2020/03/16,to-read,to-read (#64),to-read,,,,0,,,0,,,,,
18254,Oliver Twist,Charles Dickens,"Dickens, Charles","Philip Horne, Gerald Dickens, 查尔斯·狄更斯, 吴倩卓","=""""","=""""",0,3.87,Penguin Books,Paperback,608,2003,1838,,2020/03/16,to-read,to-read (#63),to-read,,,,0,,,0,,,,,
5326,A Christmas Carol,Charles Dickens,"Dickens, Charles",Joe L. Wheeler,"=""1561797464""","=""9781561797462""",0,4.06,Bethany House Publishers ,Paperback,104,1999,1843,,2020/03/16,to-read,to-read (#62),to-read,,,,0,,,0,,,,,
62446,The Prince and the Pauper,Mark Twain,"Twain, Mark",Everett H. Emerson,"=""0451528352""","=""9780451528353""",0,3.86,Signet,Paperback,240,2002,1881,,2020/03/16,to-read,to-read (#61),to-read,,,,0,,,0,,,,,
24583,The Adventures of Tom Sawyer,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye","=""0143039563""","=""9780143039563""",0,3.91,Penguin Classics,Paperback,244,2006,1876,,2020/03/16,to-read,to-read (#60),to-read,,,,0,,,0,,,,,
2956,The Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye, Walter Trier","=""0142437174""","=""9780142437179""",0,3.82,Penguin Classics,Paperback,327,2002,1884,,2020/03/16,to-read,to-read (#59),to-read,,,,0,,,0,,,,,
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Francis Scott Fitzgerald,"=""""","=""""",0,3.92,Scribner,Paperback,200,2004,1925,,2020/03/16,to-read,to-read (#58),to-read,,,,0,,,0,,,,,
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",0,4.28,Harper Perennial Modern Classics ,Paperback,324,2006,1960,,2020/03/16,to-read,to-read (#57),to-read,,,,0,,,0,,,,,
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte","Michael Mason, Barnett Freedman","=""0142437204""","=""9780142437209""",0,4.13,Penguin,Paperback,532,2003,1847,,2020/03/16,to-read,to-read (#56),to-read,,,,0,,,0,,,,,
819699,Gone with the Wind,Margaret Mitchell,"Mitchell, Margaret",,"=""068483068X""","=""9780684830681""",0,4.30,Scribner,Hardcover,1037,2011,1936,,2020/03/16,to-read,to-read (#55),to-read,,,,0,,,0,,,,,
42389690,Animal Farm (Classics To Go),George Orwell,"Orwell, George",,"=""""","=""""",0,3.95,Otbebookpublishing,Kindle Edition,152,2018,1945,,2020/03/16,to-read,to-read (#54),to-read,,,,0,,,0,,,,,
38212158,These Truths: A History of the United States,Jill Lepore,"Lepore, Jill",,"=""0393635244""","=""9780393635249""",0,4.41,W. W. Norton  Company,Hardcover,933,2018,2018,,2020/03/16,to-read,to-read (#53),to-read,,,,0,,,0,,,,,
69571,"Rich Dad, Poor Dad",Robert T. Kiyosaki,"Kiyosaki, Robert T.",Sharon Lechter,"=""0751532711""","=""9780751532715""",0,4.08,Time Warner Books UK,Paperback,195,2007,1997,,2020/03/16,to-read,to-read (#52),to-read,,,,0,,,0,,,,,
40109367,Dare to Lead,Brené Brown,"Brown, Brené",,"=""147356252X""","=""9781473562523""",0,4.15,Ebury Digital,ebook,332,2018,2018,,2020/03/16,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
41081373,"Girl, Woman, Other",Bernardine Evaristo,"Evaristo, Bernardine",,"=""0241364906""","=""9780241364901""",0,4.41,Hamish Hamilton,Hardcover,453,2019,2019,,2020/03/11,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""""",0,3.94,Harper,ebook,224,2016,2016,,2020/03/11,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
23206108,Do It Like a Woman... and Change the World,Caroline Criado Pérez,"Pérez, Caroline Criado",,"=""1846275792""","=""9781846275791""",0,4.26,Portobello Books,Paperback,326,2015,2015,,2020/03/10,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
35074096,"Mythos: The Greek Myths Retold (Stephen Fry's Great Mythology, #1)",Stephen Fry,"Fry, Stephen",,"=""0718188721""","=""9780718188726""",5,4.26,Michael Joseph,Hardcover,416,2017,2017,2020/03/08,2019/12/02,,,read,,,,1,,,0,,,,,
43925876,The Giver of Stars,Jojo Moyes,"Moyes, Jojo",,"=""0399562486""","=""9780399562488""",5,4.28,Pamela Dorman Books,Hardcover,388,2019,2019,2020/03/07,2019/12/30,,,read,,,,1,,,0,,,,,
34974310,The Last Black Unicorn,Tiffany Haddish,"Haddish, Tiffany",,"=""1501181823""","=""9781501181825""",3,3.85,Gallery Books,Hardcover,288,2017,2017,2020/02/22,2020/02/03,,,read,,,,1,,,0,,,,,
30982712,The Eagle's Flight: The Chronicles of Adalmearc,Daniel E. Olesen,"Olesen, Daniel E.",,"=""""","=""""",0,4.35,Books on Demand,Kindle Edition,500,2016,2016,,2020/02/20,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,"Sobel, Dava",Neil Armstrong,"=""0802714625""","=""9780802714626""",0,3.95,Walker Books,Hardcover,192,2005,1995,,2020/02/20,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",0,4.16,Riverhead Books,Hardcover,352,2019,2019,,2020/02/19,to-read,to-read (#43),to-read,,,,0,,,0,,,,,
43848929,Talking to Strangers: What We Should Know About the People We Don’t Know,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316478520""","=""9780316478526""",0,4.04,"Little, Brown and Company",Hardcover,388,2019,2019,,2020/02/19,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
36337550,The 7½ Deaths of Evelyn Hardcastle,Stuart Turton,"Turton, Stuart",,"=""""","=""""",4,3.89,Sourcebooks Landmark,Hardcover,432,2018,2018,2020/02/17,2020/01/27,,,read,,,,1,,,0,,,,,
42270835,The Nickel Boys,Colson Whitehead,"Whitehead, Colson",,"=""""","=""""",0,4.26,Doubleday,Kindle Edition,213,2019,2019,,2020/02/05,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
41150487,"Red, White & Royal Blue",Casey McQuiston,"McQuiston, Casey",,"=""""","=""""",3,4.23,St. Martin's Griffin,Paperback,421,2019,2019,2020/02/05,2019/12/18,,,read,,,,1,,,0,,,,,
41715227,Evidence of the Affair,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",0,3.88,Amazon Original Stories,Kindle Edition,87,2018,2018,,2020/01/27,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
16130531,"Forever, Interrupted",Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",0,3.81,Washington Square Press,Paperback,321,2013,2013,,2020/01/27,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
27189194,One True Loves,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",0,4.02,Washington Square Press,Kindle Edition,352,2016,2016,,2020/01/27,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
18775359,After I Do,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1476712840""","=""9781476712840""",0,4.02,Washington Square Press,Paperback,334,2014,2014,,2020/01/27,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
23492661,Maybe in Another Life,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1476776881""","=""9781476776880""",0,3.76,Washington Square Press,Paperback,342,2015,2015,,2020/01/27,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
1736739,"Olive Kitteridge (Olive Kitteridge, #1)",Elizabeth Strout,"Strout, Elizabeth",,"=""""","=""""",0,3.83,Random House,Hardcover,270,2008,2008,,2019/12/30,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
25883848,The Hating Game,Sally  Thorne,"Thorne, Sally",,"=""""","=""""",2,4.13,William Morrow Paperbacks,ebook,387,2016,2016,,2019/12/18,,,read,,,,1,,,0,,,,,
32191710,Astrophysics for People in a Hurry,Neil deGrasse Tyson,"Tyson, Neil deGrasse",,"=""0393609391""","=""9780393609394""",4,4.08,W. W. Norton  Company,Hardcover,208,2017,2017,2020/01/27,2020/01/09,,,read,,,,1,,,0,,,,,
42080142,The Turn of the Key,Ruth Ware,"Ware, Ruth",,"=""1501188771""","=""9781501188770""",4,3.93,Scout Press,Hardcover,337,2019,2019,2020/01/17,2019/12/30,,,read,,,,1,,,0,,,,,
37969723,The Silence of the Girls,Pat Barker,"Barker, Pat",,"=""""","=""""",3,3.91,Doubleday Books,Hardcover,291,2018,2018,2020/01/23,2019/12/02,,,read,,,,1,,,0,,,,,
813214,The Mist,Stephen King,"King, Stephen",,"=""""","=""""",0,3.95,Signet,Paperback,230,2007,1980,,2020/01/19,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
36586697,Queenie,Candice Carty-Williams,"Carty-Williams, Candice",,"=""""","=""""",0,3.87,Orion Publishing,Hardcover,330,2019,2019,,2020/01/17,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
13145,"Along Came a Spider (Alex Cross, #1)",James Patterson,"Patterson, James",,"=""0446692638""","=""9780446692632""",3,4.11,Grand Central Publishing,Paperback,449,2003,1993,2020/01/16,2020/01/11,,,read,,,,1,,,0,,,,,
36556202,The Coddling of the American Mind: How Good Intentions and Bad Ideas Are Setting Up a Generation for Failure,Jonathan Haidt,"Haidt, Jonathan",Greg Lukianoff,"=""""","=""""",0,4.25,Penguin Books,Kindle Edition,352,2018,2018,,2020/01/14,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
1617,"Night  (The Night Trilogy, #1)",Elie Wiesel,"Wiesel, Elie","Marion Wiesel, François Mauriac","=""""","=""""",5,4.34,Hill & Wang,Paperback,115,2006,1956,2020/01/11,2020/01/05,,,read,,,,1,,,0,,,,,
960,"Angels & Demons (Robert Langdon, #1)",Dan Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",5,3.90,Pocket Books,Mass Market Paperback,736,2006,2000,,2015/05/23,,,read,,,,1,,,0,,,,,
32283133,"Origin (Robert Langdon, #5)",Dan Brown,"Brown, Dan",,"=""0385514239""","=""9780385514231""",2,3.86,Doubleday,Paperback,456,2017,2017,2020/01/10,2020/01/02,,,read,,,,1,,,0,,,,,
168668,"Catch-22 (Catch-22, #1)",Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",0,3.98,Simon & Schuster ,Paperback,453,2004,1961,,2020/01/09,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
30009088,Welcome to the Universe: An Astrophysical Tour,Neil deGrasse Tyson,"Tyson, Neil deGrasse","Michael A. Strauss, J. Richard Gott III","=""0691157243""","=""9780691157245""",0,4.27,Princeton University Press,Hardcover,480,2016,2016,,2020/01/09,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
20707975,Space Chronicles: Facing the Ultimate Frontier,Neil deGrasse Tyson,"Tyson, Neil deGrasse",Avis Lang,"=""0393350371""","=""9780393350371""",0,3.98,W. W. Norton  Company,Paperback,384,2014,2012,,2020/01/09,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
20663771,Origins: Fourteen Billion Years of Cosmic Evolution,Neil deGrasse Tyson,"Tyson, Neil deGrasse",Donald Goldsmith,"=""0393350398""","=""9780393350395""",0,4.15,W. W. Norton  Company,Paperback,352,2014,2004,,2020/01/09,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
20663770,Death by Black Hole: And Other Cosmic Quandaries,Neil deGrasse Tyson,"Tyson, Neil deGrasse",,"=""039335038X""","=""9780393350388""",0,4.09,W. W. Norton  Company,Paperback,384,2014,2006,,2020/01/09,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""0375831002""","=""9780375831003""",0,4.37,Alfred A. Knopf,Hardcover,552,2006,2005,,2020/01/03,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
46196614,Ancient Among Us (Battle For Forever Book 2),Edward Savio,"Savio, Edward",,"=""""","=""""",0,3.92,Babelfish Press,Kindle Edition,448,2019,,,2020/01/02,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
45856492,Alexander X (Battle For Forever Book 1),Edward Savio,"Savio, Edward",,"=""""","=""""",0,3.59,Babelfish Press,Kindle Edition,435,2019,,,2020/01/02,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
38746485,Becoming,Michelle Obama,"Obama, Michelle",,"=""""","=""""",5,4.53,Crown,Hardcover,426,2018,2018,2019/06/15,2019/06/13,,,read,,,,2,,,0,,,,,
16071764,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,"Sandberg, Sheryl",Nell Scovell,"=""0385349947""","=""9780385349949""",0,3.95,Knopf,Hardcover,217,2013,2013,,2019/12/24,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
36204301,"How Women Rise: Break the 12 Habits Holding You Back from Your Next Raise, Promotion, or Job",Sally Helgesen,"Helgesen, Sally",Marshall Goldsmith,"=""0316440124""","=""9780316440127""",5,4.14,Hachette Books,Hardcover,256,2018,2018,2020/01/02,2019/12/24,,,read,,,,1,,,0,,,,,
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,"=""0439023513""","=""9780439023511""",0,4.04,Scholastic Press,Hardcover,390,2010,2010,,2019/12/31,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",0,4.29,Scholastic Press,Hardcover,391,2009,2009,,2019/12/31,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",0,4.32,Scholastic Press,Hardcover,374,2008,2008,,2019/12/31,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
43982054,The Water Dancer,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""""","=""""",0,4.07,One World,Hardcover,403,2019,2019,,2019/12/30,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
42279228,The Nickel Boys,Colson Whitehead,"Whitehead, Colson",,"=""0385537077""","=""9780385537070""",0,4.26,Doubleday Books,Hardcover,213,2019,2019,,2019/12/30,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
38819868,"My Sister, the Serial Killer",Oyinkan Braithwaite,"Braithwaite, Oyinkan",,"=""0385544235""","=""9780385544238""",0,3.74,Doubleday Books,Hardcover,226,2018,2017,,2019/12/30,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
43984883,"Olive, Again",Elizabeth Strout,"Strout, Elizabeth",,"=""0812996542""","=""9780812996548""",0,4.12,Random House,Hardcover,289,2019,2019,,2019/12/30,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
30268522,Why Not Me?,Mindy Kaling,"Kaling, Mindy",,"=""0804138168""","=""9780804138161""",4,3.90,Three Rivers Press ,Paperback,240,2016,2015,2019/12/24,2019/12/15,,,read,,,,1,,,0,,,,,
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.41,Harvill Secker,Paperback,498,2014,2011,,2019/12/10,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
10335308,Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling,"Kaling, Mindy",,"=""0307886263""","=""9780307886262""",4,3.86,Crown Archetype,Hardcover,222,2011,2011,,2019/12/15,,,read,,,,1,,,0,,,,,
35286872,Raavan: Enemy of Aryavarta (Ram Chandra #3),Amish Tripathi,"Tripathi, Amish",,"=""""","=""""",4,4.15,Westland,Paperback,400,2019,2019,2019/12/10,2019/12/09,,,read,,,,1,,,0,,,,,
24709327,Scion of Ikshvaku (Ram Chandra #1),Amish Tripathi,"Tripathi, Amish",,"=""9385152149""","=""9789385152146""",3,3.82,Westland Publication,Paperback,354,2015,2015,,2019/12/09,,,read,,,,1,,,0,,,,,
34680719,Sita: Warrior of Mithila (Ram Chandra #2),Amish Tripathi,"Tripathi, Amish",,"=""9386224585""","=""9789386224583""",4,3.98,Westland Publication Limited,Paperback,361,2017,2017,2019/12/09,2019/12/07,,,read,,,,1,,,0,,,,,
26156469,Never Split the Difference,Chris Voss,"Voss, Chris",Tahl Raz,"=""0062407805""","=""9780062407801""",4,4.39,Harper Business,Hardcover,274,2016,2016,2019/12/07,2019/11/28,,,read,,,,1,,,0,,,,,
41433634,"Heroes: Mortals and Monsters, Quests and Adventures (Stephen Fry's Great Mythology, #2)",Stephen Fry,"Fry, Stephen",,"=""0241380375""","=""9780241380376""",0,4.31,Michael Joseph,Paperback,415,2018,2018,,2019/12/02,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
37470,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,"Gregory, Philippa",,"=""""","=""""",0,4.06,Washington Square Press,Paperback,661,2003,2001,,2019/12/02,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
17645,The Penelopiad,Margaret Atwood,"Atwood, Margaret",Laurel Merlington,"=""1841957178""","=""9781841957173""",0,3.70,Canongate U.S.,Hardcover,198,2005,2005,,2019/12/02,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
9418327,Bossypants,Tina Fey,"Fey, Tina",,"=""""","=""""",4,3.95,Reagan Arthur Books,Kindle Edition,283,2011,2011,2019/11/27,2019/11/26,,,read,,,,1,,,0,,,,,
35721133,The Myth of the Nice Girl: Achieving a Career You Love Without Becoming a Person You Hate,Fran Hauser,"Hauser, Fran",,"=""1328832953""","=""9781328832955""",4,4.03,Houghton Mifflin Harcourt,Hardcover,224,2018,2018,2019/11/25,2019/11/22,,,read,,,,1,,,0,,,,,
40046077,Women Talking,Miriam Toews,"Toews, Miriam",,"=""1635572584""","=""9781635572582""",3,3.59,Bloomsbury Publishing,Hardcover,216,2019,2018,2019/10/23,2019/10/08,,,read,,,,1,,,0,,,,,
42135029,City of Girls,Elizabeth Gilbert,"Gilbert, Elizabeth",,"=""1594634734""","=""9781594634734""",4,4.04,Riverhead,Hardcover,470,2019,2019,2019/11/16,2019/11/13,,,read,,,,1,,,0,,,,,
39927096,Less,Andrew Sean Greer,"Greer, Andrew Sean",,"=""""","=""""",0,3.67,Lee Boudreaux Books,Kindle Edition,273,2017,2017,,2019/06/15,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
472331,Watchmen,Alan Moore,"Moore, Alan","Dave Gibbons, John    Higgins","=""0930289234""","=""9780930289232""",0,4.36,DC Comics,Paperback,416,2005,1987,,2019/06/15,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",0,3.81,Back Bay Books,Paperback,277,2001,1951,,2019/10/30,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
2330730,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""1417670800""","=""9781417670802""",5,4.14,Turtleback Books,Hardcover,336,2005,1959,2019/10/30,2019/10/08,,,read,,,,1,,,0,,,,,
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",,"=""""","=""""",5,4.36,Random House,Kindle Edition,208,2016,2016,2019/10/27,2019/10/13,,,read,,,,1,,,0,,,,,
40274582,American Spy,Lauren Wilkinson,"Wilkinson, Lauren",,"=""0812998952""","=""9780812998955""",3,3.52,Random House,Hardcover,292,2019,2019,2019/10/20,2019/10/04,,,read,,,,1,,,0,,,,,
21996,The Devil in the White City,Erik Larson,"Larson, Erik",Tony Goldwyn,"=""0739303406""","=""9780739303405""",0,3.99,Random House Audio Publishing Group,Audio Cassette,447,2003,2003,,2019/10/13,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",0,3.98,William Morrow,Hardcover,320,2006,2005,,2019/10/13,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",0,4.06,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,,2019/10/13,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
40597810,Daisy Jones & The Six,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1524798622""","=""9781524798628""",5,4.19,Ballantine Books,Hardcover,355,2019,2019,2019/10/13,2019/10/04,,,read,,,,1,,,0,,,,,
22822858,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385539258""","=""9780385539258""",0,4.30,Doubleday,Hardcover,720,2015,2015,,2019/10/11,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""1250301696""","=""9781250301697""",4,4.09,Celadon Books,Hardcover,325,2019,2019,2019/10/11,2019/10/04,,,read,,,,1,,,0,,,,,
29430055,Lucky Boy,Shanthi Sekaran,"Sekaran, Shanthi",,"=""1101982241""","=""9781101982242""",0,4.14,G.P. Putnam's Sons,Hardcover,472,2017,2017,,2019/10/08,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
34273236,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,"=""0735224293""","=""9780735224292""",4,4.09,Penguin Press,Hardcover,338,2017,2017,2019/10/08,2019/06/18,,,read,,,,1,,,0,,,,,
17347634,"Me Before You (Me Before You, #1)",Jojo Moyes,"Moyes, Jojo",,"=""0143124544""","=""9780143124542""",4,4.26,Penguin Books,Paperback,369,2013,2012,2019/09/29,2019/09/03,,,read,,,,1,,,0,,,,,
41941223,Recursion,Blake Crouch,"Crouch, Blake",,"=""""","=""""",5,4.15,Crown,Kindle Edition,324,2019,2019,2019/09/21,2019/08/01,,,read,,,,1,,,0,,,,,
40046059,Trust Exercise,Susan Choi,"Choi, Susan",,"=""1250309883""","=""9781250309884""",1,3.13,Henry Holt & Company,Hardcover,257,2019,2019,2019/09/20,2019/06/21,,,read,,,,1,,,0,,,,,
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1476738017""","=""9781476738017""",5,4.35,Atria Books,Hardcover,337,2014,2012,2019/09/09,2019/07/22,,,read,,,,1,,,0,,,,,
32075671,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,"Thomas, Angie",,"=""0062498533""","=""9780062498533""",3,4.51,Balzer + Bray,Hardcover,444,2017,2017,2019/09/03,2019/08/01,,,read,,,,1,,,0,,,,,
21853621,The Nightingale,Kristin Hannah,"Hannah, Kristin",,"=""0312577222""","=""9780312577223""",4,4.57,St. Martin's Press,Hardcover,440,2015,2015,2019/08/22,2019/07/04,,,read,,,,1,,,0,,,,,
26114135,All the Ugly and Wonderful Things,Bryn Greenwood,"Greenwood, Bryn",,"=""""","=""""",3,4.04,Thomas Dunne Books,Hardcover,346,2016,2016,2019/08/16,2019/06/18,,,read,,,,1,,,0,,,,,
36373463,"Us Against You (Beartown, #2)",Fredrik Backman,"Backman, Fredrik",Neil Smith,"=""1501160796""","=""9781501160790""",4,4.33,Atria Books,Hardcover,448,2018,2017,2019/08/12,2019/08/01,,,read,,,,1,,,0,,,,,
37703550,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219095""","=""9780735219090""",4,4.47,G.P. Putnam's Sons,Hardcover,370,2018,2018,2019/08/10,2019/06/18,,,read,,,,1,,,0,,,,,
11250317,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""1408816032""","=""9781408816035""",3,4.35,Bloomsbury Publishing,Hardcover,352,2011,2011,2019/08/09,2019/07/15,,,read,,,,1,,,0,,,,,
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",5,4.36,Atria Books,Hardcover,391,2017,2017,2019/08/02,2019/06/18,,,read,,,,1,,,0,,,,,
34346848,"The Last Girl: My Story of Captivity, and My Fight Against the Islamic State",Nadia Murad,"Murad, Nadia",,"=""0525493212""","=""9780525493211""",4,4.51,Random House Audio Publishing Group,Audio CD,12,2017,2017,,2019/06/26,,,read,,,,1,,,0,,,,,
31443394,"Beartown (Beartown, #1)",Fredrik Backman,"Backman, Fredrik",Neil Smith,"=""1501160761""","=""9781501160769""",5,4.25,Atria Books,Hardcover,418,2017,2016,2019/07/25,2019/06/18,,,read,,,,1,,,0,,,,,
31434883,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,"=""0735220689""","=""9780735220683""",4,4.28,Pamela Dorman Books / Viking,Hardcover,336,2017,2017,2019/07/22,2019/06/18,,,read,,,,1,,,0,,,,,
32148570,Before We Were Yours,Lisa Wingate,"Wingate, Lisa",,"=""0425284689""","=""9780425284681""",4,4.37,Ballantine Books,Hardcover,342,2017,2017,2019/07/20,2019/06/15,,,read,,,,1,,,0,,,,,
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",5,4.26,"Little, Brown and Company",Hardcover,393,2018,2018,2019/07/18,2019/06/18,,,read,,,,1,,,0,,,,,
34066798,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,"=""0143110438""","=""9780143110439""",4,4.33,Penguin Books,Paperback,462,2019,2016,2019/07/14,2019/06/19,,,read,,,,1,,,0,,,,,
27833670,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""1101904224""","=""9781101904220""",5,4.09,Crown,Hardcover,342,2016,2016,2019/07/07,2019/06/15,,,read,,,,1,,,0,,,,,
34912895,The Great Alone,Kristin Hannah,"Hannah, Kristin",,"=""""","=""""",5,4.34,St. Martin's Press,Kindle Edition,435,2018,2018,2019/07/04,2019/06/16,,,read,,,,1,,,0,,,,,
